kalshi_name,polymarket_name,arbitrage_pct,profit_pct,kalshi_stake,polymarket_stake,daily_pct_return,rulesK
The Naked Gun Rotten Tomatoes score?,"""The Naked Gun"" Rotten Tomatoes score is between 60–69%?",0.0105,0.9895,0.9523809523809523,0.047619047619047616,0.9895,"If The Naked Gun has a Tomatometer score of above 87 on Aug 4, 2025 at 10:00 AM ET, then the market resolves to Yes."
The Naked Gun Rotten Tomatoes score?,"""The Naked Gun"" Rotten Tomatoes score is between 60–69%?",0.0105,0.9895,0.9523809523809523,0.047619047619047616,0.9895,"If The Naked Gun has a Tomatometer score of above 80 on Aug 4, 2025 at 10:00 AM ET, then the market resolves to Yes."
The Naked Gun Rotten Tomatoes score?,"""The Naked Gun"" Rotten Tomatoes score is between 70–79%?",0.0105,0.9895,0.9523809523809523,0.047619047619047616,0.9895,"If The Naked Gun has a Tomatometer score of above 87 on Aug 4, 2025 at 10:00 AM ET, then the market resolves to Yes."
The Naked Gun Rotten Tomatoes score?,"""The Naked Gun"" Rotten Tomatoes score is between 70–79%?",0.0105,0.9895,0.9523809523809523,0.047619047619047616,0.9895,"If The Naked Gun has a Tomatometer score of above 80 on Aug 4, 2025 at 10:00 AM ET, then the market resolves to Yes."
The Naked Gun Rotten Tomatoes score?,"""The Naked Gun"" Rotten Tomatoes score is between 60–69%?",0.0105,0.9895,0.9523809523809523,0.047619047619047616,0.9895,"If The Naked Gun has a Tomatometer score of above 70 on Aug 4, 2025 at 10:00 AM ET, then the market resolves to Yes."
The Naked Gun Rotten Tomatoes score?,"""The Naked Gun"" Rotten Tomatoes score is less than 60%?",0.0105,0.9895,0.9523809523809523,0.047619047619047616,0.9895,"If The Naked Gun has a Tomatometer score of above 70 on Aug 4, 2025 at 10:00 AM ET, then the market resolves to Yes."
The Naked Gun Rotten Tomatoes score?,"""The Naked Gun"" Rotten Tomatoes score is less than 60%?",0.0105,0.9895,0.9523809523809523,0.047619047619047616,0.9895,"If The Naked Gun has a Tomatometer score of above 85 on Aug 4, 2025 at 10:00 AM ET, then the market resolves to Yes."
The Naked Gun Rotten Tomatoes score?,"""The Naked Gun"" Rotten Tomatoes score is between 70–79%?",0.0105,0.9895,0.9523809523809523,0.047619047619047616,0.9895,"If The Naked Gun has a Tomatometer score of above 70 on Aug 4, 2025 at 10:00 AM ET, then the market resolves to Yes."
The Naked Gun Rotten Tomatoes score?,"""The Naked Gun"" Rotten Tomatoes score is less than 60%?",0.0105,0.9895,0.9523809523809523,0.047619047619047616,0.9895,"If The Naked Gun has a Tomatometer score of above 87 on Aug 4, 2025 at 10:00 AM ET, then the market resolves to Yes."
The Naked Gun Rotten Tomatoes score?,"""The Naked Gun"" Rotten Tomatoes score is less than 60%?",0.0105,0.9895,0.9523809523809523,0.047619047619047616,0.9895,"If The Naked Gun has a Tomatometer score of above 80 on Aug 4, 2025 at 10:00 AM ET, then the market resolves to Yes."
The Naked Gun Rotten Tomatoes score?,"""The Naked Gun"" Rotten Tomatoes score is less than 60%?",0.0105,0.9895,0.9523809523809523,0.047619047619047616,0.9895,"If The Naked Gun has a Tomatometer score of above 65 on Aug 4, 2025 at 10:00 AM ET, then the market resolves to Yes."
The Naked Gun Rotten Tomatoes score?,"""The Naked Gun"" Rotten Tomatoes score is between 70–79%?",0.0105,0.9895,0.9523809523809523,0.047619047619047616,0.9895,"If The Naked Gun has a Tomatometer score of above 85 on Aug 4, 2025 at 10:00 AM ET, then the market resolves to Yes."
The Naked Gun Rotten Tomatoes score?,"""The Naked Gun"" Rotten Tomatoes score is between 60–69%?",0.0105,0.9895,0.9523809523809523,0.047619047619047616,0.9895,"If The Naked Gun has a Tomatometer score of above 65 on Aug 4, 2025 at 10:00 AM ET, then the market resolves to Yes."
The Naked Gun Rotten Tomatoes score?,"""The Naked Gun"" Rotten Tomatoes score is between 70–79%?",0.0105,0.9895,0.9523809523809523,0.047619047619047616,0.9895,"If The Naked Gun has a Tomatometer score of above 65 on Aug 4, 2025 at 10:00 AM ET, then the market resolves to Yes."
The Naked Gun Rotten Tomatoes score?,"""The Naked Gun"" Rotten Tomatoes score is between 60–69%?",0.0105,0.9895,0.9523809523809523,0.047619047619047616,0.9895,"If The Naked Gun has a Tomatometer score of above 85 on Aug 4, 2025 at 10:00 AM ET, then the market resolves to Yes."
"Will the **high temp in NYC** be 88-89° on Aug 4, 2025?",Will the highest temperature in New York City be between 85-86°F on August 3?,0.44049999999999995,0.5595000000000001,0.9988649262202043,0.001135073779795687,0.5595000000000001,"If the highest temperature recorded in Central Park, New York for August 04, 2025 as reported by the National Weather Service's Climatological Report (Daily), is between 88-89°, then the market resolves to Yes."
"Will the **high temp in NYC** be 88-89° on Aug 4, 2025?",Will the highest temperature in New York City be between 82-83°F on August 4?,0.44549999999999995,0.5545,0.9876543209876544,0.012345679012345678,0.5545,"If the highest temperature recorded in Central Park, New York for August 04, 2025 as reported by the National Weather Service's Climatological Report (Daily), is between 88-89°, then the market resolves to Yes."
"Will the **high temp in NYC** be 90-91° on Aug 4, 2025?",Will the highest temperature in New York City be between 85-86°F on August 3?,0.7705,0.22950000000000004,0.9993510707332901,0.0006489292667099286,0.22950000000000004,"If the highest temperature recorded in Central Park, New York for August 04, 2025 as reported by the National Weather Service's Climatological Report (Daily), is between 90-91°, then the market resolves to Yes."
"Will the **high temp in NYC** be 90-91° on Aug 4, 2025?",Will the highest temperature in New York City be 81°F or below on August 4?,0.773,0.22699999999999998,0.9961190168175938,0.0038809831824062092,0.22699999999999987,"If the highest temperature recorded in Central Park, New York for August 04, 2025 as reported by the National Weather Service's Climatological Report (Daily), is between 90-91°, then the market resolves to Yes."
"Will the **high temp in NYC** be 90-91° on Aug 4, 2025?",Will the highest temperature in New York City be between 82-83°F on August 4?,0.7755,0.22450000000000003,0.9929078014184397,0.0070921985815602835,0.22449999999999992,"If the highest temperature recorded in Central Park, New York for August 04, 2025 as reported by the National Weather Service's Climatological Report (Daily), is between 90-91°, then the market resolves to Yes."
"Will the **high temp in NYC** be 86-87° on Aug 4, 2025?",Will the highest temperature in New York City be between 85-86°F on August 3?,0.7804999999999999,0.21950000000000014,0.9993593850096092,0.0006406149903907752,0.21950000000000003,"If the highest temperature recorded in Central Park, New York for August 04, 2025 as reported by the National Weather Service's Climatological Report (Daily), is between 86-87°, then the market resolves to Yes."
"Will the **high temp in NYC** be 86-87° on Aug 4, 2025?",Will the highest temperature in New York City be between 82-83°F on August 4?,0.7854999999999999,0.21450000000000014,0.9929980903882878,0.007001909611712286,0.21450000000000014,"If the highest temperature recorded in Central Park, New York for August 04, 2025 as reported by the National Weather Service's Climatological Report (Daily), is between 86-87°, then the market resolves to Yes."
Weapons Rotten Tomatoes score?,"""The Naked Gun"" Rotten Tomatoes score is between 60–69%?",0.3705,0.6295,0.998650472334683,0.001349527665317139,0.07224364439352127,"If Weapons has a Tomatometer score of above 92 on Aug 11, 2025 at 10:00 AM ET, then the market resolves to Yes."
Weapons Rotten Tomatoes score?,"""The Naked Gun"" Rotten Tomatoes score is between 70–79%?",0.3705,0.6295,0.998650472334683,0.001349527665317139,0.07224364439352127,"If Weapons has a Tomatometer score of above 92 on Aug 11, 2025 at 10:00 AM ET, then the market resolves to Yes."
"Dogecoin price  on Aug 4, 2025?",Will Dogecoin reach $0.30 in August?,0.175,0.825,0.5142857142857143,0.48571428571428577,0.02171746398735963,"If there is a 60 second average of CF Benchmarks' Dogecoin Real-Time Index (DOGEUSD_RTI) before 5 PM EDT is above 0.1849999 at 5 PM EDT on Aug 4, 2025, then the market resolves to Yes."
"Dogecoin price  on Aug 4, 2025?",Will Dogecoin reach $0.30 in August?,0.235,0.765,0.6382978723404256,0.36170212765957455,0.020498359871500726,"If there is a 60 second average of CF Benchmarks' Dogecoin Real-Time Index (DOGEUSD_RTI) before 5 PM EDT is above 0.1899999 at 5 PM EDT on Aug 4, 2025, then the market resolves to Yes."
Will Trump issue above 5 or above executive orders on day one?,Will Donald Trump issue 5–7 executive orders in July?,0.2505,0.7495,0.998003992015968,0.001996007984031936,0.019474442963032468,"If at least 5 or above Executive Orders are Issued before Sep 1, 2025, then the market resolves to Yes."
"Dogecoin price  on Aug 4, 2025?",Will Dogecoin reach $0.30 in August?,0.35500000000000004,0.645,0.7605633802816901,0.23943661971830985,0.01793538365092795,"If there is a 60 second average of CF Benchmarks' Dogecoin Real-Time Index (DOGEUSD_RTI) before 5 PM EDT is above 0.1949999 at 5 PM EDT on Aug 4, 2025, then the market resolves to Yes."
7.0 earthquake in Aug 2025?,Megaquake by August 31?,0.36500000000000005,0.635,0.7945205479452053,0.2054794520547945,0.01771373127570164,"If a 7.0 or greater earthquake occurs by Aug 31, 2025, then the market resolves to Yes."
Weapons Rotten Tomatoes score?,"""The Naked Gun"" Rotten Tomatoes score is between 60–69%?",0.8705,0.12949999999999995,0.9994256174612292,0.0005743825387708214,0.017548636002900686,"If Weapons has a Tomatometer score of above 97 on Aug 11, 2025 at 10:00 AM ET, then the market resolves to Yes."
Weapons Rotten Tomatoes score?,"""The Naked Gun"" Rotten Tomatoes score is between 70–79%?",0.8705,0.12949999999999995,0.9994256174612292,0.0005743825387708214,0.017548636002900686,"If Weapons has a Tomatometer score of above 97 on Aug 11, 2025 at 10:00 AM ET, then the market resolves to Yes."
"Dogecoin price  on Aug 4, 2025?",Will Dogecoin dip to $0.18 in August?,0.405,0.595,0.1728395061728395,0.8271604938271605,0.01681385004441438,"If there is a 60 second average of CF Benchmarks' Dogecoin Real-Time Index (DOGEUSD_RTI) before 5 PM EDT is above 0.2199999 at 5 PM EDT on Aug 4, 2025, then the market resolves to Yes."
"Dogecoin price range  on Aug 4, 2025?",Will Dogecoin dip to $0.18 in August?,0.42500000000000004,0.575,0.21176470588235294,0.788235294117647,0.016355716536117004,"If there is a 60 second average of CF Benchmarks' Dogecoin Real-Time Index (DOGEUSD_RTI) before 5 PM EDT is between 0.1850000-0.1899999 at 5 PM EDT on Aug 4, 2025, then the market resolves to Yes."
"Dogecoin price  on Aug 4, 2025?",Will Dogecoin dip to $0.18 in August?,0.43500000000000005,0.565,0.22988505747126434,0.7701149425287357,0.01612454193180013,"If there is a 60 second average of CF Benchmarks' Dogecoin Real-Time Index (DOGEUSD_RTI) before 5 PM EDT is above 0.2149999 at 5 PM EDT on Aug 4, 2025, then the market resolves to Yes."
"Dogecoin price range  on Aug 4, 2025?",Will Dogecoin dip to $0.18 in August?,0.43500000000000005,0.565,0.22988505747126434,0.7701149425287357,0.01612454193180013,"If there is a 60 second average of CF Benchmarks' Dogecoin Real-Time Index (DOGEUSD_RTI) before 5 PM EDT is between 0.2100000-0.2149999 at 5 PM EDT on Aug 4, 2025, then the market resolves to Yes."
"Dogecoin price  on Aug 4, 2025?",Will Dogecoin reach $0.22 in August?,0.445,0.5549999999999999,0.15730337078651685,0.8426966292134832,0.015891938517215154,"If there is a 60 second average of CF Benchmarks' Dogecoin Real-Time Index (DOGEUSD_RTI) before 5 PM EDT is above 0.2199999 at 5 PM EDT on Aug 4, 2025, then the market resolves to Yes."
Will Trump issue above 10 or above executive orders on day one?,Will Donald Trump issue 5–7 executive orders in July?,0.44049999999999995,0.5595000000000001,0.9988649262202043,0.001135073779795687,0.015440938064954501,"If at least 10 or above Executive Orders are Issued before Sep 1, 2025, then the market resolves to Yes."
"Dogecoin price range  on Aug 4, 2025?",Will Dogecoin reach $0.22 in August?,0.46499999999999997,0.535,0.19354838709677422,0.806451612903226,0.0154223724881839,"If there is a 60 second average of CF Benchmarks' Dogecoin Real-Time Index (DOGEUSD_RTI) before 5 PM EDT is between 0.1850000-0.1899999 at 5 PM EDT on Aug 4, 2025, then the market resolves to Yes."
"Dogecoin price  on Aug 4, 2025?",Will Dogecoin reach $0.22 in August?,0.475,0.525,0.21052631578947367,0.7894736842105263,0.015185372609022973,"If there is a 60 second average of CF Benchmarks' Dogecoin Real-Time Index (DOGEUSD_RTI) before 5 PM EDT is above 0.2149999 at 5 PM EDT on Aug 4, 2025, then the market resolves to Yes."
"Dogecoin price range  on Aug 4, 2025?",Will Dogecoin reach $0.22 in August?,0.475,0.525,0.21052631578947367,0.7894736842105263,0.015185372609022973,"If there is a 60 second average of CF Benchmarks' Dogecoin Real-Time Index (DOGEUSD_RTI) before 5 PM EDT is between 0.2100000-0.2149999 at 5 PM EDT on Aug 4, 2025, then the market resolves to Yes."
"Dogecoin price  on Aug 4, 2025?",Will Dogecoin reach $0.26 in August?,0.485,0.515,0.18556701030927836,0.8144329896907218,0.01494686937181311,"If there is a 60 second average of CF Benchmarks' Dogecoin Real-Time Index (DOGEUSD_RTI) before 5 PM EDT is above 0.1849999 at 5 PM EDT on Aug 4, 2025, then the market resolves to Yes."
"Dogecoin price range  on Aug 4, 2025?",Will Dogecoin dip to $0.18 in August?,0.495,0.505,0.32323232323232326,0.6767676767676768,0.014706843222193955,"If there is a 60 second average of CF Benchmarks' Dogecoin Real-Time Index (DOGEUSD_RTI) before 5 PM EDT is between 0.1900000-0.1949999 at 5 PM EDT on Aug 4, 2025, then the market resolves to Yes."
"Dogecoin price  on Aug 4, 2025?",Will Dogecoin dip to $0.18 in August?,0.505,0.495,0.3366336633663366,0.6633663366336634,0.014465274219413127,"If there is a 60 second average of CF Benchmarks' Dogecoin Real-Time Index (DOGEUSD_RTI) before 5 PM EDT is above 0.2099999 at 5 PM EDT on Aug 4, 2025, then the market resolves to Yes."
"Dogecoin price range  on Aug 4, 2025?",Will Dogecoin dip to $0.18 in August?,0.525,0.475,0.36190476190476184,0.6380952380952382,0.013977425897383267,"If there is a 60 second average of CF Benchmarks' Dogecoin Real-Time Index (DOGEUSD_RTI) before 5 PM EDT is between 0.2050000-0.2099999 at 5 PM EDT on Aug 4, 2025, then the market resolves to Yes."
"Dogecoin price range  on Aug 4, 2025?",Will Dogecoin reach $0.22 in August?,0.535,0.46499999999999997,0.29906542056074764,0.7009345794392523,0.013731104670422711,"If there is a 60 second average of CF Benchmarks' Dogecoin Real-Time Index (DOGEUSD_RTI) before 5 PM EDT is between 0.1900000-0.1949999 at 5 PM EDT on Aug 4, 2025, then the market resolves to Yes."
